Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Issuer_name,Bond_type,Bond_seniority,Bond_rating,FaceValue,Price,Clean_price,coupon_type,coupon_rate,coupon_freq,day_count,Issue_date,Maturity_date,Buy_sell,Trade_quantity,Trade_currency,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Next_coupon_date,Bond_yield,Benchmark_rate,Accrued_int,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity,Portfolio_strategy
FIC0046,Riskone,07-Nov-2023,07-Nov-2023,08-Nov-2023,Y,12-Dec-2023,CUST000046,Qasim Rattan Non-Banking Fin Co,CCP,Bhavna Peri Mutual Fund,Forex-NY,FixedIncome,Secured Notes,Mrs Abbie Thompson Banking Ltd,PublicLtd-Large,Senior Secured,A,100,86.34,86.34,Fixed Coupon,7.3,Monthly,Actual/360,2023-06-07,2026-06-07,Sell,10360,CAD,894482.4,652972.15,894482.4,447.24,2023-12-07,0.08454945564049107,ESTR,730.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0047,BloomTOMS,12-Jul-2024,12-Jul-2024,13-Jul-2024,Y,17-Dec-2024,CUST000047,Elizabeth Bailey Mutual Fund,Broker,Girindra Nagi Non-Banking Fin Co,Credit-HK,FixedIncome,Secured Notes,Dr Daniel Jenkins Brokers Ltd,PublicLtd-Medium,Senior Secured,A,1000,1056.7,1056.7,Fixed Coupon,8.1,Semiannual,30/360,2023-12-12,2027-12-12,Sell,43977,USD,46470495.9,46470495.9,46470495.9,46470.5,2024-12-12,0.007665373332071543,SOFR,8100.0,MTF,New,N,Y,Y,Physical,BKUS,Active
FIC0048,Riskone,18-Mar-2024,18-Mar-2024,19-Mar-2024,Y,23-Jun-2024,CUST000048,Saanvi Mahajan Pvt Ltd Company,CCP,Frank Edwards Pvt Ltd Company,Equity-LON,FixedIncome,Bonds,Gavin Smith Non-Banking Fin Co,Soverign-StateGovt,Senior Secured,A,10000,10994.5,10994.5,Fixed Coupon,9.3,Quarterly,Actual/Actual (ICMA),2023-03-18,2031-03-18,Sell,16513,USD,181552178.5,181552178.5,181552178.5,90776.09,2024-06-18,0.0008458774841966438,SONIA,93000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0049,Calypso,28-Nov-2025,28-Nov-2025,29-Nov-2025,Y,02-Jun-2026,CUST000049,Arthur Bennett Pvt Ltd Company,CCP,Brett Mason Banking Ltd,FixedIncome-HK,FixedIncome,Bonds,Ryan Mccoy Pvt Ltd Company,Soverign-CG,Senior Secured,AAA,100,107.52,107.52,Zero Coupon,3.2,Semiannual,Actual/360,2025-05-28,2034-05-28,Sell,17768,GBP,1910415.36,2388019.2,1910415.36,955.21,2026-05-28,0.029761904761904764,ESTR,320.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0050,Riskone,20-Nov-2025,20-Nov-2025,21-Nov-2025,Y,25-Aug-2026,CUST000050,Jason Murphy Mutual Fund,Broker,Mohini Kadakia Pvt Ltd Company,Equity-NY,FixedIncome,Bonds,Sherry Harris Finance Company,PublicLtd-Large,Subordinated,AAA,10000,10858.55,10858.55,Fixed Coupon,8.4,Annual,Actual/365,2025-08-20,2033-08-20,Buy,22533,USD,244675707.15,244675707.15,244675707.15,122337.85,2026-08-20,0.0007735839499749046,SOFR,84000.0,Exchange,New,N,Y,N,Physical,BKUS,Active
FIC0051,Murex,30-May-2023,30-May-2023,31-May-2023,Y,02-Sep-2023,CUST000051,Thomas Collins Pvt Ltd Company,Broker,Timothy Vaidya Pub Ltd Company,Credit-HK,FixedIncome,Bonds,Jacob Russell Finance Company,Quasi-Govt,Senior Secured,A,1000,1181.02,1181.02,Step-up Coupon,8.5,Quarterly,Actual/360,2022-11-30,2032-11-30,Buy,32505,GBP,38389055.1,47986318.88,38389055.1,19194.53,2023-08-28,0.007197168549220165,SOFR,8500.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0052,Riskone,03-Oct-2024,03-Oct-2024,04-Oct-2024,Y,08-Sep-2025,CUST000052,Malcolm Douglas Finance Company,Broker,Patricia Martinez Pub Ltd Company,Credit-NY,FixedIncome,Bonds,Katy Bailey-Davies Non-Banking Fin Co,PublicLtd-Medium,Subordinated,AAA,1000,1204.88,1204.88,Zero Coupon,7.0,Annual,Actual/365,2024-09-03,2033-09-03,Buy,4581,USD,5519555.28,5519555.28,5519555.28,5519.56,2025-09-03,0.005809707190757585,SONIA,7000.0,Exchange,Amended,Y,Y,Y,Physical,BKUS,Passive
FIC0053,BloomTOMS,22-Aug-2024,22-Aug-2024,23-Aug-2024,Y,27-Nov-2024,CUST000053,Abigail Davis Non-Banking Fin Co,CCP,Lisa Bush Non-Banking Fin Co,Forex-LON,FixedIncome,Bonds,Austin Bowman Banking Ltd,Soverign-StateGovt,Senior Unsecured,A,100,111.43,111.43,Fixed Coupon,7.5,Quarterly,Actual/365,2024-02-22,2033-02-22,Sell,46012,USD,5127117.16,5127117.16,5127117.16,2563.56,2024-11-22,0.06730682939962308,SOFR,750.0,Exchange,New,Y,Y,Y,Physical,BKUS,Passive
FIC0054,BloomTOMS,10-Jun-2024,10-Jun-2024,11-Jun-2024,Y,15-Sep-2024,CUST000054,Kimberly Burgess Pvt Ltd Company,OTC,Lindsey Krueger Pub Ltd Company,Equity-HK,FixedIncome,Bonds,Emily Gray Finance Company,Soverign-CG,Senior Secured,CCC,10000,11629.72,11629.72,Fixed Coupon,5.6,Semiannual,Actual/365,2024-03-10,2034-03-10,Buy,46364,USD,539200338.08,539200338.08,539200338.08,539200.34,2024-09-10,0.00048152492063437466,MIBOR,56000.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC0055,Riskone,26-Mar-2025,26-Mar-2025,27-Mar-2025,Y,01-Jul-2025,CUST000055,Angela Collins Banking Ltd,OTC,Frank Brown Finance Company,Equity-NY,FixedIncome,Bonds,Ayush Dutt Finance Company,Quasi-Govt,Subordinated,B,1000,898.22,898.22,Fixed Coupon,7.0,Annual,Actual/365,2024-06-26,2032-06-26,Buy,28834,EUR,25899275.48,28489203.03,25899275.48,12949.64,2025-06-26,0.007793190977711474,SOFR,7000.0,OTC,New,Y,N,Y,Physical,BKUS,Passive
FIC0056,Riskone,21-Feb-2023,21-Feb-2023,22-Feb-2023,Y,26-Jul-2023,CUST000056,Kabir Prabhu Pvt Ltd Company,OTC,Kelli Waters Pvt Ltd Company,Equity-LON,FixedIncome,Bonds,Indali Bhatnagar Non-Banking Fin Co,Soverign-CG,Senior Unsecured,BBB,100,110.23,110.23,Fixed Coupon,9.4,Annual,30E/360,2022-07-21,2031-07-21,Buy,24445,USD,2694572.35,2694572.35,2694572.35,2694.57,2023-07-21,0.08527624058786175,ESTR,940.0,OTC,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0057,BloomTOMS,06-Feb-2024,06-Feb-2024,07-Feb-2024,Y,11-Apr-2024,CUST000057,Sara Flores Non-Banking Fin Co,OTC,Lauren Nicholson-Jenkins Pub Ltd Company,Equity-LON,FixedIncome,NCD,Janaki Verma Pub Ltd Company,Soverign-StateGovt,Senior Unsecured,AAA,10000,10508.14,10508.14,Step-up Coupon,6.7,Semiannual,Actual/Actual (ISDA),2023-10-06,2028-10-06,Buy,17310,USD,181895903.4,181895903.4,181895903.4,90947.95,2024-04-06,0.0006376009455526858,SOFR,67000.0,OTC,New,N,Y,Y,Physical,BKUS,Diversify
FIC0058,Calypso,27-Oct-2023,27-Oct-2023,28-Oct-2023,Y,02-Dec-2023,CUST000058,Christopher Glenn Non-Banking Fin Co,Broker,Christopher Solomon Brokers Ltd,Forex-LON,FixedIncome,Bonds,Jason Sanchez Finance Company,Quasi-Govt,Senior Secured,CCC,1000,787.47,787.47,Fixed Coupon,9.6,Monthly,Actual/Actual (ICMA),2022-10-27,2030-10-27,Sell,3140,USD,2472655.8,2472655.8,2472655.8,2472.66,2023-11-27,0.012190940607261228,MIBOR,9600.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0059,Calypso,10-Nov-2025,10-Nov-2025,11-Nov-2025,Y,15-Mar-2026,CUST000059,Adya Dalal Pub Ltd Company,Broker,Dr. John Bolton III Mutual Fund,FixedIncome-LON,FixedIncome,Bonds,Julia Johnson Pub Ltd Company,PublicLtd-Medium,Senior Secured,BBB,100,88.24,88.24,Fixed Coupon,4.7,Semiannual,Actual/Actual (ICMA),2025-03-10,2034-03-10,Sell,45864,USD,4047039.36,4047039.36,4047039.36,4047.04,2026-03-10,0.053263825929283776,MIBOR,470.0,Exchange,New,Y,Y,N,Physical,BKUS,Passive
FIC0060,Murex,24-Nov-2025,24-Nov-2025,25-Nov-2025,Y,29-May-2026,CUST000060,Falan Parekh Mutual Fund,CCP,Quincy Varty Pub Ltd Company,Forex-NY,FixedIncome,NCD,Charles Memon Brokers Ltd,PublicLtd-Medium,Senior Secured,BB ,100,79.63,79.63,Fixed Coupon,8.0,Semiannual,30E/360,2024-11-24,2032-11-24,Sell,46179,GBP,3677233.77,4596542.21,3677233.77,1838.62,2026-05-24,0.10046464900163256,EURIBOR,800.0,MTF,New,Y,Y,N,Physical,BKUS,Diversify
FIC0061,Riskone,24-Jun-2025,24-Jun-2025,25-Jun-2025,Y,01-Mar-2026,CUST000061,Alex Smith Pub Ltd Company,Broker,Douglas Simmons Pub Ltd Company,Credit-LON,FixedIncome,Bonds,Mercedes Mccall Banking Ltd,PublicLtd-Medium,Senior Secured,AAA,1000,1209.25,1209.25,Floating Rate,5.3,Annual,Actual/360,2025-02-24,2033-02-24,Sell,48642,USD,58820338.5,58820338.5,58820338.5,29410.17,2026-02-24,0.004382881951622906,EURIBOR,5300.0,MTF,New,Y,Y,N,Physical,BKUS,Diversify
FIC0062,Murex,14-Jul-2023,14-Jul-2023,15-Jul-2023,Y,19-Sep-2023,CUST000062,Kelli Stevens Banking Ltd,Broker,Wendy James Mutual Fund,Equity-HK,FixedIncome,Bonds,Watika Chaudry Pvt Ltd Company,PublicLtd-Large,Senior Secured,BBB,1000,1185.02,1185.02,Fixed Coupon,9.3,Quarterly,Actual/Actual (ICMA),2022-09-14,2032-09-14,Sell,47293,USD,56043150.86,56043150.86,56043150.86,28021.58,2023-09-14,0.007847968810652986,SONIA,9300.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0063,Calypso,14-Aug-2023,14-Aug-2023,15-Aug-2023,Y,19-Oct-2023,CUST000063,Samar Zacharia Pub Ltd Company,OTC,Ishwar Ghosh Pvt Ltd Company,FixedIncome-HK,FixedIncome,Secured Notes,Thomas Dara Brokers Ltd,Quasi-Govt,Subordinated,AAA,100,105.74,105.74,Floating Rate,9.6,Quarterly,Actual/Actual (ISDA),2023-01-14,2027-01-14,Buy,34759,EUR,3675416.66,4042958.33,3675416.66,3675.42,2023-10-14,0.09078872706638925,MIBOR,960.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC0064,Riskone,08-Apr-2025,08-Apr-2025,09-Apr-2025,Y,13-May-2025,CUST000064,Pamela Martinez Mutual Fund,CCP,Arunima Sankar Pub Ltd Company,FixedIncome-NY,FixedIncome,NCD,Urvashi Srivastava Brokers Ltd,PublicLtd-Large,Senior Unsecured,BBB,1000,1146.96,1146.96,Fixed Coupon,3.5,Monthly,30E/360,2025-02-08,2033-02-08,Sell,17164,EGP,19686421.44,413414.85,19686421.44,19686.42,2025-05-08,0.0030515449536165167,SONIA,3500.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC0065,BloomTOMS,23-Jan-2023,23-Jan-2023,24-Jan-2023,Y,28-May-2023,CUST000065,Christopher Hampton Pub Ltd Company,Broker,Lauren Benson Pub Ltd Company,FixedIncome-LON,FixedIncome,Secured Notes,Kimberly Silva Finance Company,Soverign-CG,Subordinated,AAA,10000,10580.45,10580.45,Fixed Coupon,4.7,Semiannual,Actual/Actual (ISDA),2022-11-23,2025-11-23,Sell,49720,USD,526059974.0,526059974.0,526059974.0,526059.97,2023-05-23,0.0004442155106824379,MIBOR,47000.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0066,Murex,16-Feb-2023,16-Feb-2023,17-Feb-2023,Y,21-May-2023,CUST000066,Ms Shirley Rowley Pvt Ltd Company,Broker,Dr Ashleigh Howells Finance Company,Equity-NY,FixedIncome,NCD,Charles Howard Finance Company,PublicLtd-Large,Mezzanine,D,1000,1118.77,1118.77,Fixed Coupon,3.8,Quarterly,Actual/Actual (ICMA),2022-11-16,2027-11-16,Sell,23510,USD,26302282.7,26302282.7,26302282.7,13151.14,2023-05-16,0.0033965873235785727,SONIA,3800.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0067,BloomTOMS,03-Dec-2025,03-Dec-2025,04-Dec-2025,Y,08-Mar-2026,CUST000067,Jessica Woodard Mutual Fund,Broker,Joy Flores Pub Ltd Company,Credit-HK,FixedIncome,Bonds,Karen Holmes Pub Ltd Company,PublicLtd-Large,Senior Unsecured,BBB,10000,7234.38,7234.38,Floating Rate,7.9,Semiannual,Actual/360,2025-03-03,2033-03-03,Buy,44448,USD,321553722.24,321553722.24,321553722.24,160776.86,2026-03-03,0.0010920078845733842,SOFR,79000.0,MTF,New,Y,Y,N,Physical,BKUS,Active
FIC0068,Riskone,01-Apr-2025,01-Apr-2025,02-Apr-2025,Y,06-May-2025,CUST000068,Austin Galloway Banking Ltd,Broker,Rebecca Mckenzie Finance Company,Credit-HK,FixedIncome,Bonds,Dale Dean-Henderson Banking Ltd,Soverign-CG,Senior Secured,A,1000,1203.04,1203.04,Floating Rate,5.0,Monthly,30/360,2024-09-01,2034-09-01,Buy,25039,INR,30122918.56,361475.02,30122918.56,15061.46,2025-05-01,0.004156137784279825,SONIA,5000.0,MTF,New,Y,Y,Y,Physical,BKUS,Active
FIC0069,Riskone,29-Aug-2023,29-Aug-2023,30-Aug-2023,Y,04-May-2024,CUST000069,Christine Whitehouse Banking Ltd,OTC,Sandra Ford Mutual Fund,Equity-LON,FixedIncome,Bonds,Andrew Benson Pvt Ltd Company,PublicLtd-Medium,Senior Secured,B,1000,1085.53,1085.53,Zero Coupon,4.7,Annual,Actual/Actual (ISDA),2023-04-29,2031-04-29,Sell,5462,INR,5929164.86,71149.98,5929164.86,5929.16,2024-04-29,0.004329682275017734,EURIBOR,4700.0,OTC,Amended,Y,Y,Y,Physical,BKUS,Passive
FIC0070,Murex,25-Oct-2023,25-Oct-2023,26-Oct-2023,Y,30-Nov-2023,CUST000070,Meera Shankar Pvt Ltd Company,OTC,Lajita Grewal Pvt Ltd Company,FixedIncome-LON,FixedIncome,Bonds,Joanna Smith Brokers Ltd,PublicLtd-Medium,Subordinated,BBB,10000,10857.21,10857.21,Floating Rate,4.2,Monthly,Actual/Actual (ISDA),2023-08-25,2033-08-25,Sell,6043,USD,65610120.03,65610120.03,65610120.03,65610.12,2023-11-25,0.000386839712964933,SONIA,42000.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC0071,Murex,12-Nov-2025,12-Nov-2025,13-Nov-2025,Y,17-Feb-2026,CUST000071,Yvonne Obrien Pvt Ltd Company,CCP,Sue Ross Finance Company,Equity-LON,FixedIncome,NCD,Varenya Master Finance Company,PublicLtd-Medium,Subordinated,BBB,100,121.88,121.88,Fixed Coupon,6.0,Quarterly,Actual/360,2024-11-12,2032-11-12,Sell,48154,GBP,5869009.52,7336261.9,5869009.52,2934.5,2026-02-12,0.04922874958976042,ESTR,600.0,MTF,New,Y,Y,N,Physical,BKUS,Passive
FIC0072,BloomTOMS,02-Jun-2023,02-Jun-2023,03-Jun-2023,Y,07-Jul-2023,CUST000072,Anthony Gallagher Brokers Ltd,Broker,Pamela Miller Mutual Fund,Credit-HK,FixedIncome,Bonds,Angela Peterson Mutual Fund,Quasi-Govt,Senior Secured,AAA,10000,10570.54,10570.54,Zero Coupon,3.5,Quarterly,Actual/360,2022-10-02,2031-10-02,Buy,15911,USD,168187861.94,168187861.94,168187861.94,84093.93,2023-07-02,0.0003311089121274788,SOFR,35000.0,MTF,New,N,Y,Y,Physical,BKUS,Rebalance
FIC0073,Riskone,12-Jun-2025,12-Jun-2025,13-Jun-2025,Y,17-Sep-2025,CUST000073,Sai Chahal Banking Ltd,OTC,Debra Smith Pvt Ltd Company,Credit-LON,FixedIncome,Bonds,Udyati Wagle Pub Ltd Company,Soverign-StateGovt,Senior Unsecured,A,100,107.84,107.84,Fixed Coupon,3.1,Semiannual,30/360,2025-03-12,2034-03-12,Sell,20610,USD,2222582.4,2222582.4,2222582.4,1111.29,2025-09-12,0.028746290801186944,ESTR,310.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0074,Calypso,26-Jul-2024,26-Jul-2024,27-Jul-2024,Y,01-Dec-2024,CUST000074,Melissa Skinner Finance Company,OTC,Dr Reece Stephens Banking Ltd,Forex-NY,FixedIncome,Bonds,Charles Lal Mutual Fund,Quasi-Govt,Senior Secured,AAA,1000,1167.48,1167.48,Fixed Coupon,4.5,Semiannual,30E/360,2024-05-26,2033-05-26,Buy,17604,USD,20552317.92,20552317.92,20552317.92,10276.16,2024-11-26,0.0038544557508479803,SONIA,4500.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0075,Riskone,15-Jan-2024,15-Jan-2024,16-Jan-2024,Y,20-Nov-2024,CUST000075,Gayathri Palla Non-Banking Fin Co,CCP,Colton Little Pub Ltd Company,Equity-HK,FixedIncome,Secured Notes,Jatin Boase Mutual Fund,PublicLtd-Large,Senior Secured,C,1000,1119.59,1119.59,Step-up Coupon,9.7,Annual,30/360,2023-11-15,2026-11-15,Sell,3721,DKK,4165994.39,624899.16,4165994.39,2083.0,2024-11-15,0.008663885886797845,SONIA,9700.0,Exchange,Amended,Y,Y,Y,Physical,BKUS,Passive
FIC0076,Calypso,31-Jan-2025,31-Jan-2025,01-Feb-2025,Y,05-Jul-2025,CUST000076,Aachal Bansal Mutual Fund,Broker,Nancy Scott Pub Ltd Company,Equity-LON,FixedIncome,Bonds,Christopher Hayes Brokers Ltd,PublicLtd-Medium,Mezzanine,BBB,1000,1282.73,1282.73,Step-up Coupon,6.0,Annual,30E/360,2024-06-30,2033-06-30,Sell,18820,USD,24140978.6,24140978.6,24140978.6,24140.98,2025-06-30,0.004677523718943192,SOFR,6000.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC0077,Murex,20-Nov-2025,20-Nov-2025,21-Nov-2025,Y,25-Oct-2026,CUST000077,Mrs. Melissa Booker Mutual Fund,Broker,Barkha Prabhakar Finance Company,Forex-LON,FixedIncome,Bonds,Cheryl Jones Brokers Ltd,Quasi-Govt,Subordinated,BBB,1000,1115.02,1115.02,Fixed Coupon,9.7,Annual,Actual/Actual (ISDA),2025-10-20,2034-10-20,Buy,17379,EGP,19377932.58,406936.58,19377932.58,9688.97,2026-10-20,0.00869939552653764,MIBOR,9700.0,MTF,New,N,Y,N,Physical,BKUS,Passive
FIC0078,BloomTOMS,27-Apr-2023,27-Apr-2023,28-Apr-2023,Y,01-Sep-2023,CUST000078,Mary Christensen Non-Banking Fin Co,OTC,Brijesh Singhal Mutual Fund,Equity-NY,FixedIncome,Bonds,Warhi Khosla Pvt Ltd Company,PublicLtd-Medium,Senior Secured,A,10000,11439.89,11439.89,Fixed Coupon,9.7,Annual,30/360,2022-08-27,2030-08-27,Sell,26858,EUR,307252565.62,337977822.18,307252565.62,153626.28,2023-08-27,0.0008479102508852795,EURIBOR,97000.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0079,Riskone,25-Nov-2025,25-Nov-2025,26-Nov-2025,Y,30-Apr-2026,CUST000079,Dr Lauren Scott Finance Company,CCP,Aadhya Sodhi Non-Banking Fin Co,Credit-LON,FixedIncome,Bonds,Hamsini Upadhyay Non-Banking Fin Co,PublicLtd-Medium,Preferred,A,10000,12514.44,12514.44,Zero Coupon,3.8,Semiannual,30E/360,2025-10-25,2035-10-25,Sell,20979,CAD,262540436.76,191654518.83,262540436.76,131270.22,2026-04-25,0.00030364922441595464,EURIBOR,38000.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0080,BloomTOMS,18-Jan-2024,18-Jan-2024,19-Jan-2024,Y,23-Apr-2024,CUST000080,Naveen Bir Mutual Fund,OTC,Divya Dutt Mutual Fund,Forex-LON,FixedIncome,NCD,Jessica Martinez MD Pub Ltd Company,PublicLtd-Medium,Senior Secured,BB ,100,117.95,117.95,Zero Coupon,8.8,Annual,Actual/360,2023-04-18,2028-04-18,Sell,12381,USD,1460338.95,1460338.95,1460338.95,1460.34,2024-04-18,0.07460788469690548,ESTR,880.0000000000001,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC0081,Murex,26-Feb-2024,26-Feb-2024,27-Feb-2024,Y,01-May-2024,CUST000081,Joshua Ramos Non-Banking Fin Co,OTC,Steven Delgado Finance Company,Equity-NY,FixedIncome,Bonds,Georgia Leonard Finance Company,Quasi-Govt,Senior Secured,B,1000,1232.13,1232.13,Zero Coupon,7.8,Quarterly,Actual/365,2023-10-26,2031-10-26,Buy,40053,USD,49350502.89,49350502.89,49350502.89,24675.25,2024-04-26,0.006330500840008765,MIBOR,7800.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC0082,BloomTOMS,14-Nov-2025,14-Nov-2025,15-Nov-2025,Y,19-Dec-2025,CUST000082,Veer Muni Pub Ltd Company,CCP,Michael Ramirez Pvt Ltd Company,FixedIncome-HK,FixedIncome,NCD,Chandresh Gade Finance Company,Quasi-Govt,Preferred,AAA,100,129.32,129.32,Step-up Coupon,8.2,Monthly,Actual/360,2025-07-14,2031-07-14,Buy,5459,SGD,705957.88,550647.15,705957.88,352.98,2025-12-14,0.06340859882462109,SOFR,819.9999999999999,MTF,Amended,N,Y,N,Physical,BKUS,Active
FIC0083,Riskone,13-Aug-2025,13-Aug-2025,14-Aug-2025,Y,18-Sep-2025,CUST000083,Mariah Knight Pvt Ltd Company,Broker,Jill Cunningham Brokers Ltd,FixedIncome-NY,FixedIncome,Bonds,Audrey Henry Pub Ltd Company,Soverign-CG,Senior Secured,AAA,10000,12706.33,12706.33,Fixed Coupon,7.7,Monthly,Actual/Actual (ISDA),2024-10-13,2033-10-13,Sell,24201,USD,307505892.33,307505892.33,307505892.33,307505.89,2025-09-13,0.0006059971683405043,SOFR,77000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0084,Murex,01-Oct-2025,01-Oct-2025,02-Oct-2025,Y,06-Jun-2026,CUST000084,Marissa Chase Mutual Fund,Broker,Arya Lala Finance Company,FixedIncome-HK,FixedIncome,Secured Notes,Hilary West Brokers Ltd,Soverign-CG,Senior Secured,AAA,100,119.87,119.87,Fixed Coupon,6.8,Annual,Actual/365,2025-06-01,2029-06-01,Sell,25157,EUR,3015569.59,3317126.55,3015569.59,1507.78,2026-06-01,0.05672812213231,EURIBOR,680.0,MTF,New,N,Y,N,Physical,BKUS,Active
FIC0085,BloomTOMS,16-Jan-2023,16-Jan-2023,17-Jan-2023,Y,21-Mar-2023,CUST000085,Glenn Dixon Brokers Ltd,Broker,Vasudha Dayal Pub Ltd Company,Forex-NY,FixedIncome,Bonds,Simon Smith Mutual Fund,PublicLtd-Medium,Subordinated,AAA,100,117.76,117.76,Fixed Coupon,3.4,Semiannual,Actual/Actual (ISDA),2022-09-16,2030-09-16,Sell,32232,EUR,3795640.32,4175204.35,3795640.32,1897.82,2023-03-16,0.02887228260869565,SONIA,340.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC0086,Calypso,07-Feb-2024,07-Feb-2024,08-Feb-2024,Y,12-May-2024,CUST000086,Richard Davis Mutual Fund,CCP,Brooke Turner Finance Company,Credit-HK,FixedIncome,Bonds,Jasmine Bradford DVM Finance Company,Soverign-StateGovt,Senior Unsecured,A,100,115.28,115.28,Fixed Coupon,4.9,Semiannual,30/360,2023-11-07,2032-11-07,Buy,33518,INR,3863955.04,46367.46,3863955.04,1931.98,2024-05-07,0.04250520471894518,SOFR,490.00000000000006,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC0087,Calypso,06-Nov-2023,06-Nov-2023,07-Nov-2023,Y,11-Jul-2024,CUST000087,Matthew Kent Non-Banking Fin Co,OTC,Richard Hamilton Non-Banking Fin Co,Credit-LON,FixedIncome,Bonds,Peggy Cruz Non-Banking Fin Co,Soverign-CG,Senior Secured,BBB,100,111.71,111.71,Fixed Coupon,5.2,Annual,30/360,2023-07-06,2033-07-06,Sell,41007,CAD,4580891.97,3344051.14,4580891.97,4580.89,2024-07-06,0.04654910034911826,SONIA,520.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC0088,Calypso,30-Jan-2023,30-Jan-2023,31-Jan-2023,Y,04-Sep-2023,CUST000088,Mahika Choudhry Non-Banking Fin Co,Broker,Christopher Frazier Non-Banking Fin Co,Forex-LON,FixedIncome,Bonds,David Murthy Non-Banking Fin Co,Quasi-Govt,Subordinated,AAA,10000,11765.13,11765.13,Floating Rate,4.9,Annual,30/360,2022-08-30,2032-08-30,Sell,40682,USD,478629018.66,478629018.66,478629018.66,239314.51,2023-08-30,0.00041648498571626497,MIBOR,49000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0089,BloomTOMS,25-Nov-2025,25-Nov-2025,26-Nov-2025,N,02-Mar-2026,CUST000089,Sarthak Kannan Pvt Ltd Company,CCP,Abigail George Banking Ltd,FixedIncome-HK,FixedIncome,NCD,Rachel Herrera Finance Company,PublicLtd-Large,Senior Unsecured,CCC,1000,1064.8,1064.8,Floating Rate,5.3,Quarterly,Actual/365,2025-05-25,2031-05-25,Buy,23529,EUR,25053679.2,27559047.12,25053679.2,25053.68,2026-02-25,0.004977460555972953,SONIA,5300.0,MTF,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0090,Calypso,11-Nov-2025,11-Nov-2025,12-Nov-2025,Y,16-Jan-2026,CUST000090,Dr Denise Harris Banking Ltd,Broker,Beth Rice Non-Banking Fin Co,Equity-HK,FixedIncome,Bonds,Mr Conor Herbert Finance Company,PublicLtd-Medium,Senior Unsecured,BBB,1000,1284.54,1284.54,Floating Rate,7.8,Semiannual,30/360,2025-07-11,2033-07-11,Buy,45876,EUR,58929557.04,64822512.74,58929557.04,29464.78,2026-01-11,0.006072212620860386,SOFR,7800.0,Exchange,New,Y,N,N,Physical,BKUS,Passive
FIC0091,Murex,02-May-2023,02-May-2023,03-May-2023,Y,07-Jan-2024,CUST000091,Akshay Choudhry Pvt Ltd Company,Broker,Grace Harvey Non-Banking Fin Co,Credit-NY,FixedIncome,Bonds,Jack Buch Mutual Fund,Soverign-CG,Subordinated,C,100,125.21,125.21,Floating Rate,4.2,Annual,Actual/Actual (ISDA),2023-01-02,2033-01-02,Sell,23821,USD,2982627.41,2982627.41,2982627.41,2982.63,2024-01-02,0.033543646673588376,SOFR,420.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC0092,Calypso,12-May-2025,12-May-2025,13-May-2025,Y,17-Jun-2025,CUST000092,Mr. Joseph Hall Non-Banking Fin Co,OTC,Norman Wilson Finance Company,Credit-HK,FixedIncome,Bonds,Lauren Mann Brokers Ltd,Soverign-StateGovt,Senior Secured,A,100,123.46,123.46,Fixed Coupon,6.9,Monthly,30E/360,2024-06-12,2034-06-12,Sell,22910,USD,2828468.6,2828468.6,2828468.6,1414.23,2025-06-12,0.05588854689778067,ESTR,690.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
