Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Settlement_date,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Near_leg_date,Far_leg_date,Near_leg_rate,Far_leg_rate,Near_leg_amount,Far_leg_amount,Swap_points,Settlement_type,Settlement_stp,forward rate,Maturity_date_fwd,Option_type,Strike_price,Premium,Expiry_date,Style,Contract_code,Contract_size,futures_rate,Maturity_date_fut,Number_of_contracts,Initial Margin
FXS0055,Summit,14-Apr-2025,14-Apr-2025,14-Apr-2025,Y,CUST000055,Chaman Solanki Pvt Ltd Company,Broker,Guneet Subramaniam Mutual Fund,Equity-HK,Derivatives,FxSwaps,ZAR/USD,ZAR,USD,0.0627,6229662672.73,390334873.92,348861109.67,Sell,16-Apr-2026,31148313.36,OTC,New,Y,N,BKUS,Rebalance,14-Apr-2025,14-Apr-2026,0.0627,0.0704,6229662672.73,438536035.16,0.0077,Cash,Y,,,,,,,,,,,,,
FXS0056,Summit,07-Oct-2024,07-Oct-2024,07-Oct-2024,Y,CUST000056,Mr Alexander Goddard Brokers Ltd,Broker,Edward Dominguez Mutual Fund,Forex-NY,Derivatives,FxSwaps,VEF/EGP,VEF,EGP,4.1135,1531123902.99,6298235805.45,122489912.24,Sell,09-Apr-2025,7655619.51,OTC,New,Y,Y,BKUS,Passive,07-Oct-2024,07-Apr-2025,4.1135,3.3331,1531123902.99,5103426392.13,-0.7803,Cash,Y,,,,,,,,,,,,,
FXS0057,FrontArena,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST000057,Jordan Rios Brokers Ltd,OTC,Bakhshi Nagi Finance Company,Equity-NY,Derivatives,FxSwaps,EGP/AUD,EGP,AUD,0.028,28682336117.33,802679283.65,602329058.46,Buy,15-Nov-2028,286823361.17,OTC,New,Y,N,BKUS,Rebalance,13-Nov-2025,13-Nov-2028,0.028,0.0244,28682336117.33,698661841.58,-0.0036,Cash,N,,,,,,,,,,,,,
FXS0058,Murex,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST000058,Leslie Smith Brokers Ltd,OTC,Keya Bhasin Banking Ltd,Equity-NY,Derivatives,FxSwaps,EGP/EUR,EGP,EUR,0.0194,19515128210.64,378184301.02,409817692.42,Buy,28-Dec-2025,97575641.05,OTC,New,Y,N,BKUS,Passive,26-Nov-2025,26-Dec-2025,0.0194,0.021,19515128210.64,408999638.17,0.0016,Cash,Y,,,,,,,,,,,,,
FXS0059,Murex,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST000059,Mr Victor Taylor Banking Ltd,OTC,Ryan Gardner Brokers Ltd,Forex-HK,Derivatives,FxFutures,ZAR/CNY,ZAR,CNY,0.4475,7337244307.31,3283773081.31,410885681.21,Sell,07-Dec-2026,73372443.07,Exchange,New,N,N,BKUS,Passive,,,,,,,,Physical,Y,,,,,,,,EURUSD-H26-CME,125000.0,0.4285,05-Dec-2026,11.0,265671822.26
FXS0060,Murex,26-Nov-2025,26-Nov-2025,26-Nov-2025,N,CUST000060,Daniel Jimenez Non-Banking Fin Co,Broker,Mr. Jack Morgan DVM Mutual Fund,Forex-NY,Derivatives,FxSwaps,DKK/JPY,DKK,JPY,23.6648,3421299956.15,80964355526.46,513194993.42,Buy,28-Nov-2026,34212999.56,OTC,New,Y,N,BKUS,Active,26-Nov-2025,26-Nov-2026,23.6648,19.6284,3421299956.15,67154695548.75,-4.0364,Cash,N,,,,,,,,,,,,,
FXS0061,Murex,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST000061,Aarav Sarin Banking Ltd,OTC,Ekanta Gopal Pvt Ltd Company,Forex-NY,Derivatives,FxSwaps,DKK/EUR,DKK,EUR,0.1213,3069010666.35,372230563.82,460351599.95,Sell,16-Nov-2026,30690106.66,OTC,New,Y,N,BKUS,Passive,14-Nov-2025,14-Nov-2026,0.1213,0.1349,3069010666.35,413930414.66,0.0136,Cash,Y,,,,,,,,,,,,,
FXS0062,Murex,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,CUST000062,Albert Sims Finance Company,Broker,Alison Walker-Hill Finance Company,Credit-HK,Derivatives,FxFutures,SGD/ZAR,SGD,ZAR,14.2857,1088950909.73,15556375162.07,849381709.59,Sell,19-Nov-2027,10889509.1,MTF,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,,,,,,,,JPYUSD-Z25-CME,100000.0,14.1243,17-Nov-2027,15.0,24560220.29
FXS0063,Summit,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,CUST000063,Azaan Parmer Mutual Fund,OTC,Lindsey Clements Finance Company,FixedIncome-NY,Derivatives,FxSwaps,ZAR/SGD,ZAR,SGD,0.0688,14824735169.93,1019315609.28,830185169.52,Buy,23-Nov-2026,74123675.85,OTC,Amended,Y,N,BKUS,Diversify,21-Nov-2025,21-Nov-2026,0.0688,0.0575,14824735169.93,852863841.26,-0.0112,Cash,Y,,,,,,,,,,,,,
FXS0064,FusionCap,02-Aug-2023,02-Aug-2023,02-Aug-2023,Y,CUST000064,Lekha Nadig Finance Company,OTC,Troy Moody Banking Ltd,Credit-HK,Derivatives,FxForwards,EGP/CAD,EGP,CAD,0.0321,9925713285.89,318564906.71,208439979.0,Sell,04-Aug-2024,99257132.86,OTC,New,Y,Y,BKUS,Diversify,,,,,,,,Physical,Y,0.0282,02-Aug-2024,,,,,,,,,,,
FXS0065,FrontArena,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,CUST000065,Adya Ramachandran Mutual Fund,Broker,Azaan Trivedi Finance Company,Equity-NY,Derivatives,FxSwaps,EGP/CAD,EGP,CAD,0.0254,27579890798.57,701819117.48,579177706.77,Sell,12-Nov-2028,137899453.99,OTC,New,Y,N,BKUS,Rebalance,10-Nov-2025,10-Nov-2028,0.0254,0.0247,27579890798.57,681307931.01,-0.0007,Cash,N,,,,,,,,,,,,,
FXS0066,Summit,25-Nov-2025,25-Nov-2025,25-Nov-2025,N,CUST000066,Michael Jenkins Finance Company,Broker,Forum Ramakrishnan Finance Company,Credit-NY,Derivatives,FxForwards,USD/GBP,USD,GBP,0.8516,594155707.36,505968521.24,594155707.36,Sell,27-May-2026,2970778.54,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.9979,25-May-2026,,,,,,,,,,,
FXS0067,Summit,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST000067,Sarah Gardner Pvt Ltd Company,OTC,Mrs Pamela Griffiths Banking Ltd,FixedIncome-NY,Derivatives,FxOptions,SGD/INR,SGD,INR,70.2921,422953067.27,29730247781.09,329903392.47,Sell,08-Feb-2026,2114765.34,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,,,Put,60.9296,15783058.017715191,06-Feb-2026,American,,,,,,
FXS0068,Sophis,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,CUST000068,Patricia Burns Pub Ltd Company,OTC,Chakradev Narang Pub Ltd Company,Credit-NY,Derivatives,FxForwards,VEF/USD,VEF,USD,0.0809,319580775.51,25853034.36,25566462.04,Sell,06-Mar-2026,3195807.76,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,0.087,04-Mar-2026,,,,,,,,,,,
FXS0069,FrontArena,26-Nov-2024,26-Nov-2024,26-Nov-2024,Y,CUST000069,Mrs Melissa Greenwood Finance Company,OTC,Bruce Curry Brokers Ltd,Equity-LON,Derivatives,FxSwaps,EGP/SGD,EGP,SGD,0.0256,43067399819.17,1101531983.51,904415396.2,Buy,28-Nov-2027,430673998.19,OTC,New,Y,N,BKUS,Active,26-Nov-2024,26-Nov-2027,0.0256,0.0266,43067399819.17,1146133662.87,0.001,Cash,Y,,,,,,,,,,,,,
FXS0070,Summit,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST000070,Dawn Carey Pub Ltd Company,Broker,Farhan Khare Pub Ltd Company,Forex-NY,Derivatives,FxSwaps,VEF/EGP,VEF,EGP,3.291,12293307102.23,40457519284.41,983464568.18,Sell,29-Nov-2028,61466535.51,OTC,New,Y,N,BKUS,Active,27-Nov-2025,27-Nov-2028,3.291,3.5659,12293307102.23,43837249761.29,0.2749,Cash,Y,,,,,,,,,,,,,
FXS0071,FrontArena,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST000071,Michael Macias Banking Ltd,Broker,Jeffrey King Mutual Fund,Equity-HK,Derivatives,FxSwaps,DKK/JPY,DKK,JPY,22.1837,451528232.25,10016550787.74,67729234.84,Sell,09-Nov-2026,2257641.16,OTC,New,Y,N,BKUS,Passive,07-Nov-2025,07-Nov-2026,22.1837,23.9824,451528232.25,10828746122.79,1.7988,Cash,Y,,,,,,,,,,,,,
FXS0072,FusionCap,07-Feb-2024,07-Feb-2024,07-Feb-2024,Y,CUST000072,Phyllis Nelson Pvt Ltd Company,OTC,Susan Neal Mutual Fund,Forex-LON,Derivatives,FxForwards,SGD/USD,SGD,USD,0.8379,1185239416.53,993078418.12,924486744.9,Buy,09-Feb-2026,11852394.17,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,0.8001,07-Feb-2026,,,,,,,,,,,
FXS0073,FusionCap,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,CUST000073,Tara Brown Pvt Ltd Company,Broker,Bill White Non-Banking Fin Co,Equity-HK,Derivatives,FxSwaps,EGP/ZAR,EGP,ZAR,0.3898,41420827646.5,16146613602.01,869837380.58,Sell,05-Dec-2025,207104138.23,OTC,New,N,Y,BKUS,Rebalance,03-Nov-2025,03-Dec-2025,0.3898,0.4337,41420827646.5,17965822193.81,0.0439,Cash,Y,,,,,,,,,,,,,
FXS0074,FusionCap,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,CUST000074,Jason Devan Brokers Ltd,OTC,Bahadurjit Brar Pvt Ltd Company,Equity-LON,Derivatives,FxForwards,SGD/USD,SGD,USD,0.7506,451902076.94,339213938.47,352483620.01,Buy,14-Nov-2028,4519020.77,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,0.6731,12-Nov-2028,,,,,,,,,,,
FXS0075,Murex,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST000075,Tom Walker-Jackson Pvt Ltd Company,OTC,Michelle Hamilton Finance Company,FixedIncome-NY,Derivatives,FxSwaps,CAD/JPY,CAD,JPY,118.6213,779239291.74,92434375861.57,568844682.97,Buy,16-Nov-2026,3896196.46,OTC,New,Y,N,BKUS,Diversify,14-Nov-2025,14-Nov-2026,118.6213,116.4947,779239291.74,90777248732.4,-2.1266,Cash,Y,,,,,,,,,,,,,
FXS0076,Summit,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST000076,Alec Hughes Mutual Fund,OTC,Richard Wright Non-Banking Fin Co,FixedIncome-NY,Derivatives,FxSwaps,EGP/ZAR,EGP,ZAR,0.3951,13462241487.44,5318495557.13,282707071.24,Buy,28-May-2026,134622414.87,OTC,New,Y,N,BKUS,Diversify,26-Nov-2025,26-May-2026,0.3951,0.3573,13462241487.44,4810708756.22,-0.0377,Cash,Y,,,,,,,,,,,,,
FXS0077,FusionCap,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,CUST000077,Barbara Carey Pvt Ltd Company,OTC,Glenn Andrews Pub Ltd Company,Forex-HK,Derivatives,FxForwards,USD/EUR,USD,EUR,1.0152,765131493.31,776744895.08,765131493.31,Buy,30-Dec-2025,7651314.93,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,1.2051,28-Dec-2025,,,,,,,,,,,
FXS0078,Sophis,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST000078,Veer Seth Finance Company,Broker,Brandon Shah Pvt Ltd Company,Forex-NY,Derivatives,FxSwaps,ZAR/AUD,ZAR,AUD,0.0908,6639976335.43,602933264.93,371838674.78,Buy,07-Nov-2028,66399763.35,OTC,New,Y,N,BKUS,Active,05-Nov-2025,05-Nov-2028,0.0908,0.0911,6639976335.43,604956991.88,0.0003,Cash,Y,,,,,,,,,,,,,
FXS0079,FusionCap,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST000079,Aarna Dara Brokers Ltd,OTC,Agastya Chad Pub Ltd Company,Equity-LON,Derivatives,FxSwaps,ZAR/VEF,ZAR,VEF,0.6287,9525733675.67,5988949273.71,533441085.84,Sell,06-Nov-2027,95257336.76,OTC,New,Y,N,BKUS,Diversify,04-Nov-2025,04-Nov-2027,0.6287,0.5645,9525733675.67,5377001644.01,-0.0642,Cash,Y,,,,,,,,,,,,,
FXS0080,Summit,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST000080,Krish Ahluwalia Non-Banking Fin Co,OTC,Kashvi Buch Pvt Ltd Company,Forex-NY,Derivatives,FxSwaps,ZAR/EUR,ZAR,EUR,0.0462,7659872004.85,354096208.0,428952832.27,Buy,07-Nov-2028,38299360.02,OTC,New,Y,N,BKUS,Diversify,05-Nov-2025,05-Nov-2028,0.0462,0.0425,7659872004.85,325407182.25,-0.0037,Cash,Y,,,,,,,,,,,,,
FXS0081,FrontArena,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST000081,David Banks Pvt Ltd Company,OTC,Louis Dickinson Non-Banking Fin Co,Credit-HK,Derivatives,FxSwaps,EGP/ZAR,EGP,ZAR,0.3338,29413818054.61,9819643211.07,617690179.15,Sell,08-Nov-2027,147069090.27,OTC,New,Y,N,BKUS,Active,06-Nov-2025,06-Nov-2027,0.3338,0.2673,29413818054.61,7862496670.7,-0.0665,Cash,Y,,,,,,,,,,,,,
FXS0082,Sophis,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,CUST000082,Terry Rahman Brokers Ltd,OTC,Dr Tony Holt Finance Company,Forex-HK,Derivatives,FxForwards,CNY/AUD,CNY,AUD,0.2195,6300325257.19,1383137264.19,882045536.01,Buy,21-May-2026,63003252.57,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.2258,19-May-2026,,,,,,,,,,,
FXS0083,FusionCap,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST000083,Forum Venkataraman Finance Company,Broker,Omya Sahota Banking Ltd,Forex-HK,Derivatives,FxSwaps,ZAR/VEF,ZAR,VEF,0.7223,5840054554.81,4218470434.66,327043055.07,Buy,29-May-2026,58400545.55,OTC,Amended,Y,N,BKUS,Active,27-Nov-2025,27-May-2026,0.7223,0.7723,5840054554.81,4510349216.37,0.05,Cash,N,,,,,,,,,,,,,
FXS0084,Murex,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000084,Brendan Lynch Pvt Ltd Company,Broker,Sandra May Banking Ltd,FixedIncome-HK,Derivatives,FxSwaps,ZAR/CNY,ZAR,CNY,0.438,16113998105.91,7057204841.69,902383893.93,Sell,03-Dec-2028,161139981.06,OTC,New,Y,N,BKUS,Active,01-Dec-2025,01-Dec-2028,0.438,0.471,16113998105.91,7590038196.69,0.0331,Cash,Y,,,,,,,,,,,,,
FXS0085,FusionCap,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST000085,Christy Livingston Mutual Fund,Broker,Neel Lad Mutual Fund,Credit-HK,Derivatives,FxForwards,EGP/ZAR,EGP,ZAR,0.3533,12673364673.72,4477630857.1,266140658.15,Sell,08-May-2026,126733646.74,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,0.317,06-May-2026,,,,,,,,,,,
FXS0086,FrontArena,18-Sep-2024,18-Sep-2024,18-Sep-2024,Y,CUST000086,Christopher Cabrera Mutual Fund,Broker,Lakshmi Keer Finance Company,Forex-NY,Derivatives,FxSwaps,EGP/DKK,EGP,DKK,0.1438,12033805550.58,1729898710.18,252709916.56,Buy,20-Dec-2024,60169027.75,OTC,New,Y,Y,BKUS,Active,18-Sep-2024,18-Dec-2024,0.1438,0.1446,12033805550.58,1740487187.23,0.0009,Cash,Y,,,,,,,,,,,,,
FXS0087,Sophis,18-Nov-2025,18-Nov-2025,18-Nov-2025,N,CUST000087,Christopher Parsons Banking Ltd,Broker,Karen Garza Non-Banking Fin Co,Credit-NY,Derivatives,FxOptions,ZAR/SGD,ZAR,SGD,0.0632,10864897423.29,687077329.8,608434255.7,Sell,20-Feb-2026,108648974.23,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,,,Put,0.0622,184876144.1434732,18-Feb-2026,American,,,,,,
FXS0088,FusionCap,05-Dec-2025,05-Dec-2025,05-Dec-2025,N,CUST000088,Forum Mammen Banking Ltd,OTC,Craig Evans Pub Ltd Company,Equity-NY,Derivatives,FxSwaps,EGP/USD,EGP,USD,0.0182,30703546001.93,557827091.18,644774466.04,Buy,07-Dec-2027,307035460.02,OTC,New,Y,N,BKUS,Diversify,05-Dec-2025,05-Dec-2027,0.0182,0.0183,30703546001.93,562046207.53,0.0001,Cash,Y,,,,,,,,,,,,,
FXS0089,FrontArena,28-Mar-2023,28-Mar-2023,28-Mar-2023,Y,CUST000089,Sheila Stephenson DDS Non-Banking Fin Co,Broker,William Hall Mutual Fund,Credit-LON,Derivatives,FxSwaps,ZAR/CAD,ZAR,CAD,0.0746,16443110002.25,1226329813.25,920814160.13,Buy,30-Mar-2026,82215550.01,OTC,New,N,N,BKUS,Active,28-Mar-2023,28-Mar-2026,0.0746,0.0675,16443110002.25,1110039085.81,-0.0071,Cash,Y,,,,,,,,,,,,,
FXS0090,FrontArena,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000090,Steven White Mutual Fund,OTC,Julia Mooney Finance Company,Credit-LON,Derivatives,FxSwaps,EUR/EGP,EUR,EGP,57.0118,84187093.21,4799654785.54,92605802.53,Sell,03-Mar-2026,841870.93,OTC,Amended,Y,N,BKUS,Diversify,01-Dec-2025,01-Mar-2026,57.0118,47.3513,84187093.21,3986370129.74,-9.6604,Cash,Y,,,,,,,,,,,,,
FXS0091,Murex,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000091,Reva Bedi Banking Ltd,OTC,Ryan Johnson Non-Banking Fin Co,Forex-LON,Derivatives,FxSwaps,DKK/VEF,DKK,VEF,2.0391,6331283139.54,12909966867.72,949692470.93,Buy,03-Jan-2026,63312831.4,OTC,New,Y,N,BKUS,Rebalance,01-Dec-2025,01-Jan-2026,2.0391,1.6568,6331283139.54,10489424460.38,-0.3823,Cash,Y,,,,,,,,,,,,,
FXS0092,FusionCap,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST000092,Xiti Gola Brokers Ltd,OTC,Bridget Medina Mutual Fund,Equity-HK,Derivatives,FxSwaps,DKK/CNY,DKK,CNY,0.9273,4653120658.0,4315049979.5,697968098.7,Sell,13-Nov-2026,46531206.58,OTC,New,Y,N,BKUS,Active,11-Nov-2025,11-Nov-2026,0.9273,0.8039,4653120658.0,3740422262.74,-0.1235,Cash,Y,,,,,,,,,,,,,
FXS0093,FusionCap,12-Nov-2025,12-Nov-2025,12-Nov-2025,N,CUST000093,Eileen Holmes Pvt Ltd Company,Broker,Timothy Rodgers Non-Banking Fin Co,Credit-LON,Derivatives,FxOptions,VEF/GBP,VEF,GBP,0.0626,2426719757.47,151834175.8,194137580.6,Buy,14-Nov-2028,12133598.79,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Cash,Y,,,Put,0.0735,50344316.865303285,12-Nov-2028,European,,,,,,
FXS0094,FrontArena,17-Dec-2024,17-Dec-2024,17-Dec-2024,Y,CUST000094,Thomas Davis Pvt Ltd Company,OTC,Jamie Thompson Brokers Ltd,Forex-LON,Derivatives,FxSwaps,CNY/INR,CNY,INR,11.7608,6026046972.33,70871424336.87,843646576.13,Buy,19-Dec-2027,30130234.86,OTC,New,N,N,BKUS,Diversify,17-Dec-2024,17-Dec-2027,11.7608,10.353,6026046972.33,62387466338.76,-1.4079,Cash,Y,,,,,,,,,,,,,
FXS0095,FusionCap,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,CUST000095,Chandran Bajaj Pub Ltd Company,OTC,Mary Harper Pub Ltd Company,Forex-HK,Derivatives,FxSwaps,USD/VEF,USD,VEF,13.9158,278083011.99,3869757051.02,278083011.99,Sell,27-Dec-2025,2780830.12,OTC,New,Y,N,BKUS,Passive,25-Nov-2025,25-Dec-2025,13.9158,12.9592,278083011.99,3603736219.11,-0.9566,Cash,Y,,,,,,,,,,,,,
FXS0096,Sophis,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,CUST000096,Barbara Martinez Pub Ltd Company,Broker,Tom Richardson-Edwards Banking Ltd,Forex-LON,Derivatives,FxSwaps,VEF/DKK,VEF,DKK,0.5839,3238308593.43,1890688529.41,259064687.47,Buy,22-Nov-2026,32383085.93,OTC,Cancelled,N,N,BKUS,Rebalance,20-Nov-2025,20-Nov-2026,0.5839,0.5015,3238308593.43,1623892943.6,-0.0824,Cash,Y,,,,,,,,,,,,,
FXS0097,FusionCap,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST000097,Vanya Ramaswamy Finance Company,OTC,Anjali Tripathi Finance Company,FixedIncome-HK,Derivatives,FxOptions,SGD/CAD,SGD,CAD,1.1419,554028273.03,632627826.53,432142052.96,Sell,15-Dec-2025,2770141.37,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,,,Put,1.1219,27670692.183448445,13-Dec-2025,European,,,,,,
FXS0098,FusionCap,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,CUST000098,Mrs Kate Kirk Brokers Ltd,OTC,Ryan Greene Pub Ltd Company,Credit-HK,Derivatives,FxSwaps,SGD/CNY,SGD,CNY,5.2802,906866335.07,4788475807.02,707355741.36,Buy,22-Nov-2026,9068663.35,OTC,New,Y,N,BKUS,Active,20-Nov-2025,20-Nov-2026,5.2802,5.4154,906866335.07,4911059622.4,0.1352,Cash,Y,,,,,,,,,,,,,
FXS0099,FusionCap,09-Oct-2024,09-Oct-2024,09-Oct-2024,Y,CUST000099,Patricia Gibson Brokers Ltd,Broker,Jessica Reese Pub Ltd Company,Credit-LON,Derivatives,FxSwaps,SGD/JPY,SGD,JPY,112.5457,444594702.26,50037224234.1,346783867.77,Sell,11-Oct-2027,2222973.51,OTC,New,Y,N,BKUS,Passive,09-Oct-2024,09-Oct-2027,112.5457,113.6215,444594702.26,50515523865.52,1.0758,Cash,N,,,,,,,,,,,,,
FXS0100,Murex,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST000100,Omaja Puri Mutual Fund,Broker,Shannon Marshall-Sutton Non-Banking Fin Co,Forex-HK,Derivatives,FxSwaps,CNY/INR,CNY,INR,13.247,6974625981.61,92392832090.09,976447637.43,Sell,01-Mar-2026,69746259.82,OTC,New,Y,N,BKUS,Passive,27-Nov-2025,27-Feb-2026,13.247,13.2481,6974625981.61,92400358825.34,0.0011,Cash,Y,,,,,,,,,,,,,
FXS0101,Sophis,10-Jul-2025,10-Jul-2025,10-Jul-2025,Y,CUST000101,Alka Nagar Pub Ltd Company,OTC,Abdul Palla Mutual Fund,FixedIncome-NY,Derivatives,FxSwaps,ZAR/EGP,ZAR,EGP,2.8143,6131121915.43,17254730001.09,343342827.26,Buy,12-Aug-2025,61311219.15,OTC,New,Y,Y,BKUS,Passive,10-Jul-2025,10-Aug-2025,2.8143,3.2802,6131121915.43,20111234342.42,0.4659,Cash,Y,,,,,,,,,,,,,
FXS0102,Murex,13-Nov-2023,13-Nov-2023,13-Nov-2023,Y,CUST000102,Kevin Barnes Mutual Fund,OTC,Netra Parmer Pvt Ltd Company,FixedIncome-NY,Derivatives,FxSwaps,CNY/INR,CNY,INR,11.8082,214037640.68,2527402934.55,29965269.7,Sell,15-May-2024,2140376.41,OTC,New,Y,Y,BKUS,Diversify,13-Nov-2023,13-May-2024,11.8082,11.8143,214037640.68,2528704877.21,0.0061,Cash,Y,,,,,,,,,,,,,
FXS0103,FrontArena,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST000103,Nakul Sarin Mutual Fund,Broker,Timothy Sanchez Mutual Fund,FixedIncome-HK,Derivatives,FxSwaps,INR/CAD,INR,CAD,0.0144,24141395736.96,346636526.26,289696748.84,Buy,06-Nov-2027,120706978.68,OTC,New,N,N,BKUS,Diversify,04-Nov-2025,04-Nov-2027,0.0144,0.0139,24141395736.96,335130819.63,-0.0005,Cash,Y,,,,,,,,,,,,,
FXS0104,FusionCap,22-Jul-2024,22-Jul-2024,22-Jul-2024,Y,CUST000104,Ronald Gordon Finance Company,OTC,Darren Mckay Mutual Fund,FixedIncome-HK,Derivatives,FxSwaps,SGD/CAD,SGD,CAD,1.0087,739390662.56,745830625.81,576724716.79,Buy,24-Aug-2024,7393906.63,OTC,New,Y,Y,BKUS,Rebalance,22-Jul-2024,22-Aug-2024,1.0087,0.9835,739390662.56,727158493.82,-0.0253,Cash,Y,,,,,,,,,,,,,
FXS0105,Summit,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST000105,Michelle Davis Pvt Ltd Company,Broker,Oviya Behl Brokers Ltd,Forex-NY,Derivatives,FxSwaps,SGD/VEF,SGD,VEF,10.2714,927483549.92,9526534598.74,723437168.94,Buy,07-Nov-2027,4637417.75,OTC,New,N,N,BKUS,Rebalance,05-Nov-2025,05-Nov-2027,10.2714,11.7244,927483549.92,10874180747.39,1.453,Cash,Y,,,,,,,,,,,,,
FXS0106,FusionCap,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,CUST000106,Janani Tak Pub Ltd Company,Broker,Jay Marsh Non-Banking Fin Co,Credit-HK,Derivatives,FxSwaps,VEF/USD,VEF,USD,0.0748,2877485098.73,215174653.22,230198807.9,Buy,12-May-2026,28774850.99,OTC,New,Y,N,BKUS,Passive,10-Nov-2025,10-May-2026,0.0748,0.0642,2877485098.73,184797481.47,-0.0106,Cash,Y,,,,,,,,,,,,,
FXS0107,Sophis,13-Sep-2023,13-Sep-2023,13-Sep-2023,Y,CUST000107,Brian Johnson Brokers Ltd,Broker,Heather Carter Finance Company,Credit-HK,Derivatives,FxOptions,EGP/ZAR,EGP,ZAR,0.3755,1360754513.09,510905533.78,28575844.77,Buy,15-Dec-2023,6803772.57,OTC,New,Y,Y,BKUS,Diversify,,,,,,,,Cash,Y,,,Put,0.3671,22331529.416691802,13-Dec-2023,American,,,,,,
FXS0108,Murex,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST000108,Mia Norman Brokers Ltd,OTC,Cassandra Henry Banking Ltd,Equity-LON,Derivatives,FxOptions,DKK/AUD,DKK,AUD,0.2578,4333501246.27,1117290957.32,650025186.94,Sell,07-Mar-2026,21667506.23,OTC,New,N,N,BKUS,Active,,,,,,,,Cash,Y,,,Call,0.2788,187275243.19626844,05-Mar-2026,European,,,,,,
FXS0109,FrontArena,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST000109,Daisy Moyer Banking Ltd,OTC,Billy Berry-Russell Mutual Fund,Forex-NY,Derivatives,FxSwaps,USD/CAD,USD,CAD,1.2139,244445789.28,296722157.76,244445789.28,Buy,13-Feb-2026,1222228.95,OTC,New,Y,N,BKUS,Passive,11-Nov-2025,11-Feb-2026,1.2139,1.1067,244445789.28,270526859.01,-0.1072,Cash,Y,,,,,,,,,,,,,
